iso3,year,Gender Inequality Index,Gross National Income Per Capita,Income Inequality,Life Expectancy at Birth,Country,population_density,infant_mortality_rate,employment_rate,total_displacement,Drought,Earthquake,Erosion,Extreme Temperature,Flood,Mass Movement,Storm,Volcanic activity,Wave action,Wildfire,total_events,log_population_density,log_infant_mortality_rate,log_Gross National Income Per Capita,log_total_displacement
MYS,2015,0.233,26990.64742,24.8326683,75.288,Malaysia,95.0625414700959,6.6,63.153,20607.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,10.0,4.564999452997833,2.028148247292285,10.203282742311579,9.933434628904081
MYS,2016,0.224,27874.58117,24.8326683,75.371,Malaysia,96.7575254907929,6.7,62.839,18475.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,4.582490183020205,2.0412203288596382,10.235506357693062,9.824227871550496
MYS,2017,0.212,29080.52955,24.59498787,75.542,Malaysia,98.4801217470705,6.7,62.966,82393.0,0.0,0.0,0.0,0.0,45.0,1.0,3.0,0.0,0.0,0.0,49.0,4.599957842769101,2.0412203288596382,10.27785852826973,11.319267897712402
MYS,2018,0.193,29894.81191,24.59498787,75.734,Malaysia,100.170345457312,6.7,63.397,37983.0,0.0,0.0,0.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,70.0,4.616805684834011,2.0412203288596382,10.305473679668408,10.544920297409394
MYS,2019,0.193,31008.55597,24.75876427,75.9,Malaysia,101.782364936844,6.7,63.711,63228.0,0.0,0.0,0.0,0.0,43.0,6.0,5.0,0.0,0.0,0.0,54.0,4.632613790998177,2.0412203288596382,10.3420506930626,11.054518335650037
MYS,2020,0.182,29117.14812,24.75876427,76.057,Malaysia,103.148860143053,6.7,62.513,23418.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,52.0,4.645821223269299,2.0412203288596382,10.279116905508168,10.06130293769185
MYS,2021,0.173,29627.2397,24.75876427,73.917,Malaysia,104.344541165728,6.7,62.612,128536.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,4.657236322730456,2.0412203288596382,10.29648322942042,11.763972079614486
MYS,2022,0.173,31629.45608,24.75876427,75.444,Malaysia,105.601865773855,6.7,63.094,156024.0,0.0,0.0,0.0,0.0,161.0,5.0,9.0,0.0,0.0,2.0,177.0,4.669101014147572,2.0412203288596382,10.361875735417996,11.957771529802244
MYS,2023,0.172,32553.09108,24.75876427,76.657,Malaysia,106.913096941105,6.8,63.118,205623.0,0.0,0.0,0.0,0.0,127.0,1.0,2.0,0.0,0.0,0.0,130.0,4.681326245260507,2.0541237336955462,10.390658325760395,12.233804537268064
NPL,2013,0.51,3474.564017,31.91333199,67.598,Nepal,192.465964422742,35.6,36.213,12474.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.265101602542479,3.6000482404073204,8.153512051878888,9.431481920619719
NPL,2014,0.515,3701.313402,31.91333199,67.812,Nepal,193.040599930241,34.1,36.074,74400.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.2680674151586775,3.55820113047182,8.216713147032642,11.217224661591072
NPL,2015,0.511,3825.117284,31.91333199,67.374,Nepal,194.095772584583,32.6,35.954,2622828.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.273490579452656,3.5145260669691587,8.24960580399978,14.779764064196245
NPL,2016,0.512,3802.475928,31.91333199,68.444,Nepal,195.015430763865,31.2,35.795,31338.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.278193384518667,3.4719664525503626,8.243670645509743,10.352618607296279
NPL,2017,0.536,4087.44999,31.91333199,68.74,Nepal,195.404659923265,29.9,35.66,383904.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,5.28017712233576,3.4307561839036995,8.315921201657343,12.858150405129134
NPL,2018,0.519,4333.614868,31.91333199,69.036,Nepal,195.882029996512,28.5,35.545,12191.0,0.0,0.0,0.0,0.0,53.0,75.0,27.0,0.0,0.0,0.0,155.0,5.282604716861176,3.3843902633457743,8.374388042822705,9.408535277926427
NPL,2019,0.503,4588.130854,31.91333199,69.299,Nepal,198.214607603767,27.3,35.664,120899.0,0.0,0.0,0.0,0.0,11.0,12.0,23.0,0.0,0.0,0.0,46.0,5.294382673806098,3.342861804649192,8.431445928697384,11.702719036602884
NPL,2020,0.494,4405.203587,31.91333199,69.106,Nepal,202.068880362749,26.1,34.306,48141.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.313545233620213,3.299533727885655,8.390768733058293,10.781910255966388
NPL,2021,0.49,4485.33701,31.91333199,68.385,Nepal,205.61569584932,25.1,34.742,32492.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,4.0,25.0,5.330860525964949,3.261935314328648,8.408791837091238,10.388779960503847
NPL,2022,0.487,4660.851964,31.91333199,70.087,Nepal,207.292891524241,24.2,35.483,93086.0,0.0,2.0,0.0,0.0,7.0,2.0,11.0,0.0,0.0,6.0,28.0,5.33894522154079,3.2268439945173775,8.447168065337788,11.441289818714022
NPL,2023,0.487,4725.930613,31.91333199,70.354,Nepal,207.147638646669,23.3,35.57,110349.0,0.0,5.0,0.0,0.0,45.0,28.0,12.0,0.0,0.0,2.0,92.0,5.338247629097505,3.190476350346503,8.461031351819413,11.611412411684883
PAK,2013,0.576,4468.532718,28.22674561,65.129,Pakistan,273.809124636779,67.9,49.931,407436.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.616076764443144,4.232656178019613,8.405039144783025,12.917641598484058
PAK,2014,0.572,4585.480401,28.20985413,65.374,Pakistan,277.948120330012,66.0,50.065,770577.0,0.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,22.0,5.631025815892825,4.204692619390966,8.430868211747514,13.554896161584203
PAK,2015,0.563,4713.527393,28.20985413,65.641,Pakistan,281.873810450394,64.1,50.171,1001665.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,5.645000898731935,4.175924549214524,8.458403955261108,13.81717517172571
PAK,2016,0.563,4953.573222,29.57144356,65.943,Pakistan,285.568271326276,62.2,50.501,12673.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.6579768020997605,4.146304301152812,8.508066312277627,9.447307929883463
PAK,2017,0.559,5116.221719,29.57144356,66.223,Pakistan,289.635179275633,60.3,49.688,1750.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,5.672068801192787,4.115779842942166,8.54036693774717,7.467942332285852
PAK,2018,0.563,5345.547682,29.57144356,66.481,Pakistan,294.376416562889,58.5,48.912,1926.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,5.6882505313072995,4.085976312551584,8.584206338514747,7.563719668414366
PAK,2019,0.555,5379.131929,28.15555573,66.729,Pakistan,299.399256693649,56.8,49.105,100082.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,14.0,5.7051124454982665,4.056988775678332,8.590468174974127,11.513755120710705
PAK,2020,0.544,5214.820827,28.15555573,65.701,Pakistan,304.848674242424,55.1,48.48,828524.0,0.0,1.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,17.0,5.7230904510132445,4.027135812528651,8.559451752364652,13.627402290408586
PAK,2021,0.541,5484.459418,28.15555573,65.773,Pakistan,310.65509677252,53.4,49.388,69721.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,5.7418971172764985,3.996364153861897,8.609856128180777,11.152271185395781
PAK,2022,0.538,5631.496898,28.15555573,67.417,Pakistan,316.133077781237,51.8,49.667,8168491.0,0.0,1.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,1.0,17.0,5.75932148951065,3.966511190712216,8.63630812157389,15.915794872076242
PAK,2023,0.536,5501.132932,28.15555573,67.649,Pakistan,321.067474833956,50.1,49.73,731836.0,0.0,1.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,0.0,15.0,5.774761072765823,3.933784497209659,8.612891101861504,13.503313090551483
PHL,2013,0.421,8051.880836,30.19841576,69.283,Philippines,342.342744072174,22.4,59.297,7022195.0,0.0,2.0,0.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,24.0,5.838729202098881,3.152736022363656,8.993785174219278,15.764586547596679
PHL,2014,0.407,8412.417648,30.19841576,69.311,Philippines,348.013314552101,22.3,59.933,5786981.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,13.0,5.855110072053798,3.1484533605716547,9.037583049489914,15.571121470131231
PHL,2015,0.403,8779.327936,27.88748741,69.45,Philippines,353.197813327967,22.2,59.521,2221158.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,14.0,5.869855551777918,3.1441522786722644,9.080269036273341,14.613539689688324
PHL,2016,0.394,9213.155486,27.88748741,69.49,Philippines,357.969342992253,22.3,59.93,5929853.0,0.0,0.0,0.0,1.0,10.0,3.0,9.0,0.0,0.0,1.0,24.0,5.8832369892771155,3.1484533605716547,9.12849622032635,15.59551015009746
PHL,2017,0.391,9671.37681,27.88748741,69.966,Philippines,362.61090317604,22.4,57.632,2528620.0,0.0,7.0,0.0,0.0,15.0,4.0,14.0,0.0,0.0,0.0,40.0,5.8960843485865135,3.152736022363656,9.177029350386041,14.743184652816351
PHL,2018,0.381,10070.39487,25.25799561,69.761,Philippines,367.123744843546,22.6,57.602,3801620.0,0.0,2.0,0.0,0.0,6.0,3.0,12.0,1.0,1.0,0.0,25.0,5.908419144806954,3.1612467120315646,9.217454493498312,15.15093811268505
PHL,2019,0.371,10437.61364,25.25799561,69.68,Philippines,371.615799711574,22.7,58.114,4495400.0,1.0,9.0,0.0,1.0,14.0,1.0,26.0,0.0,1.0,0.0,53.0,5.92054786121794,3.1654750481410856,9.253267059515396,15.318565432142455
PHL,2020,0.362,9092.283344,25.25799561,70.097,Philippines,375.897186168964,22.8,53.365,4449771.0,0.0,1.0,0.0,0.0,26.0,3.0,21.0,1.0,0.0,0.0,52.0,5.931972434522122,3.169685580677429,9.115291325913475,15.30836341687476
PHL,2021,0.356,9110.06227,23.55632591,66.675,Philippines,379.317000368917,22.7,54.552,5713819.0,0.0,3.0,0.0,0.0,50.0,5.0,29.0,2.0,0.0,0.0,89.0,5.941005116456561,3.1654750481410856,9.117244588286047,15.558398359701592
PHL,2022,0.352,9865.370726,23.55632591,69.472,Philippines,382.21262367106,22.4,59.843,5453194.0,0.0,3.0,0.0,0.0,59.0,5.0,32.0,2.0,2.0,0.0,103.0,5.948589988328269,3.152736022363656,9.196887357207727,15.511712233400857
PHL,2023,0.351,10731.20422,23.55632591,69.833,Philippines,385.321122178623,22.1,60.024,2594639.0,0.0,7.0,1.0,0.0,74.0,16.0,30.0,1.0,0.0,0.0,129.0,5.956668946351456,3.139832617527748,9.281004240436399,14.768958336634762
SGP,2013,0.06,100235.182,25.93509483,82.468,Singapore,7636.72135785007,2.2,65.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94085458608441,1.1631508098056809,11.51528450025717,0.0
SGP,2014,0.054,104872.3135,25.93509483,82.615,Singapore,7714.7023977433,2.2,65.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.951012803782485,1.1631508098056809,11.560508362591339,0.0
SGP,2015,0.05,102979.4802,25.93509483,82.748,Singapore,7806.77291960508,2.2,66.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.962875044627626,1.1631508098056809,11.542294736630629,0.0
SGP,2016,0.048,106529.8271,25.93509483,82.897,Singapore,7908.72073342736,2.2,66.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.975847754629894,1.1631508098056809,11.57618967858524,0.0
SGP,2017,0.049,109795.0054,25.93509483,83.095,Singapore,7882.37780898876,2.1,66.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.972511746968244,1.1314021114911006,11.606379426703606,0.0
SGP,2018,0.049,106603.852,25.93509483,83.378,Singapore,7897.30532212885,2.1,66.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.974403499257003,1.1314021114911006,11.57688430562553,0.0
SGP,2019,0.047,108155.711,25.93509483,83.662,Singapore,7965.87849162011,2.0,66.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.983048037804304,1.0986122886681098,11.591336482160592,0.0
SGP,2020,0.034,102455.7883,25.93509483,83.661,Singapore,7918.95125348189,1.9,65.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977140329926133,1.0647107369924282,11.537196411110822,0.0
SGP,2021,0.03,112141.2343,25.93509483,83.485,Singapore,7595.49582172702,1.9,67.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.935442343857607,1.0647107369924282,11.627523293681069,0.0
SGP,2022,0.032,108655.3781,25.93509483,82.921,Singapore,7851.00557103064,1.8,67.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.968524264900767,1.0296194171811581,11.595945687136945,0.0
SGP,2023,0.031,111239.2291,25.93509483,83.736,Singapore,8241.8495821727,1.7,66.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01710138619971,0.9932517730102833,11.619447367856747,0.0
THA,2013,0.352,17105.91345,23.8492794,75.96,Thailand,136.712626984282,11.0,69.796,13282.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,4.9251691007627505,2.4849066497880004,9.747237956107057,9.494240301132503
THA,2014,0.408,17411.83749,23.21826363,76.279,Thailand,137.439305917125,10.6,69.392,27155.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,15.0,4.930432005153918,2.451005098112319,9.764962999953354,10.209353295421538
THA,2015,0.403,17872.37665,22.2010498,76.563,Thailand,138.07433106931,10.3,68.856,237.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.9350085460940285,2.424802725718295,9.791067546654897,5.472270673671475
THA,2016,0.394,18492.58271,22.94498062,76.769,Thailand,138.698821664155,10.0,67.845,90025.0,0.0,0.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,1.0,17.0,4.939488831468252,2.3978952727983707,9.825179070348904,11.40785379648093
THA,2017,0.4,19227.64409,22.71498299,76.989,Thailand,139.286709467791,9.6,66.965,50371.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,4.943688253239914,2.3608540011180215,9.864156325956463,10.827190744125737
THA,2018,0.385,19905.1853,22.66008186,77.19,Thailand,139.709289670966,9.4,67.28,4648.0,0.0,0.0,0.0,0.0,5.0,3.0,11.0,0.0,0.0,0.0,19.0,4.946695986610079,2.341805806147327,9.898785781513814,8.444407421690585
THA,2019,0.31,20530.9818,21.445364,77.197,Thailand,139.995441288731,9.1,66.46,61352.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,4.948727558569905,2.312535423847214,9.929739037258605,11.024399348699005
THA,2020,0.307,19548.52951,21.55355453,77.331,Thailand,140.228785061364,8.8,66.285,13491.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,11.0,4.950381164490434,2.2823823856765264,9.880706499139267,9.50985219618154
THA,2021,0.301,19576.49728,21.70993423,77.606,Thailand,140.396821233534,8.5,66.139,9405.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,7.0,4.951570272541702,2.2512917986064953,9.882136087690082,9.149103062504993
THA,2022,0.298,20180.50927,21.70993423,75.291,Thailand,140.412474309538,8.3,66.549,21792.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,4.951680969582193,2.2300144001592104,9.91252208149746,9.989344096295811
THA,2023,0.288,20569.90176,21.70993423,76.412,Thailand,140.348088629646,8.0,66.407,2761.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,8.0,4.951225561795934,2.1972245773362196,9.931632820286023,7.923710333969238
TLS,2013,0.466,11852.33383,15.45111847,64.719,Timor-Leste,77.9216543375925,46.6,64.848,1291.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,16.0,30.0,4.368455643144448,3.8628327612373745,9.380364442860742,7.163946684342547
TLS,2014,0.455,9526.116324,16.07556725,65.027,Timor-Leste,79.4823806321453,45.1,64.621,2329.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.0,56.0,4.388038286333238,3.8308129500026027,9.161897361561913,7.753623546559746
TLS,2015,0.449,7679.4876,16.07556725,65.326,Timor-Leste,81.0444519166106,43.8,64.46,311.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,14.0,4.407261196927033,3.8022081394209395,8.946438313709672,5.7430031878094825
TLS,2016,0.426,6057.672821,16.07556725,65.61,Timor-Leste,82.6033624747814,42.6,63.711,112.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.426083740272022,3.775057150354989,8.709246048642305,4.727387818712341
TLS,2017,0.432,6058.320846,16.07556725,65.898,Timor-Leste,84.1763954270343,41.6,64.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4447243464716415,3.751854253275325,8.709353001165706,0.0
TLS,2018,0.425,5942.004711,16.07556725,66.204,Timor-Leste,85.8075991930061,40.7,64.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.463694166140697,3.730501128804756,8.689970128063637,0.0
TLS,2019,0.409,7819.372651,16.07556725,66.496,Timor-Leste,87.4878950907868,39.9,64.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482865764023656,3.711130063048756,8.964487485984524,0.0
TLS,2020,0.403,8442.388379,16.07556725,66.919,Timor-Leste,89.1763954270343,38.9,64.014,1141.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.50176770132509,3.686376323895818,9.041138973729968,7.040536390215956
TLS,2021,0.405,7592.593762,16.07556725,66.199,Timor-Leste,90.7961667787492,37.9,64.022,15876.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.519570540531854,3.6609942506244004,8.93506024475986,9.672626800077511
TLS,2022,0.391,5459.912422,16.07556725,67.368,Timor-Leste,92.0843981170141,36.9,65.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.533506588252632,3.634951112088381,8.605371165033997,0.0
TLS,2023,0.394,5434.594692,16.07556725,67.689,Timor-Leste,93.0925353059852,35.9,65.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544278716196995,3.6082115510464816,8.600724212520735,0.0
VNM,2013,0.341,8079.871201,20.95313454,73.821,Viet Nam,289.364162813695,16.0,76.217,1040338.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,5.671135869046529,2.833213344056216,8.997254967608718,13.855057179542097
VNM,2014,0.341,8472.929299,18.96905327,73.886,Viet Nam,292.559228518274,15.8,76.335,67950.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,5.682079419652814,2.8213788864092133,9.044749587866356,11.126542136174459
VNM,2015,0.339,8859.765815,18.96905327,73.955,Viet Nam,296.1974772084,15.6,75.999,9551.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,5.694396824275948,2.8094026953624978,9.089388474965409,9.164505835632383
VNM,2016,0.327,9305.309265,19.50510216,73.984,Viet Nam,299.948999160782,15.4,75.542,80537.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,12.0,5.706940812388589,2.797281334830153,9.138447864712914,11.296484401715691
VNM,2017,0.325,9787.739829,19.50510216,74.026,Viet Nam,303.688787280275,15.2,75.753,633463.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,10.0,5.719290886103118,2.785011242238338,9.188988007014677,13.358958449977857
VNM,2018,0.32,10521.9865,20.12510872,74.1,Viet Nam,307.046632570694,15.0,76.582,143047.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,15.0,5.7302511759633825,2.772588722239781,9.261317333835875,11.870935517255038
VNM,2019,0.318,11203.2953,20.12510872,74.211,Viet Nam,310.034412897339,14.9,75.327,88749.0,0.0,0.0,0.0,0.0,10.0,5.0,21.0,0.0,0.0,0.0,36.0,5.739903558460727,2.766319109226186,9.324052492691004,11.393578707337662
VNM,2020,0.312,11515.65468,21.05367851,75.383,Viet Nam,312.923153250018,14.7,72.803,1264367.0,0.0,1.0,0.0,0.0,8.0,13.0,42.0,0.0,0.0,1.0,65.0,5.749148221083233,2.7536607123542622,9.351549499716745,14.050082950556641
VNM,2021,0.302,11604.54861,21.05367851,74.145,Viet Nam,315.653937574379,14.5,71.938,779699.0,0.0,0.0,0.0,0.0,12.0,13.0,45.0,0.0,0.0,0.0,70.0,5.7578094979850105,2.740840023925201,9.359238591180146,13.566664509297691
VNM,2022,0.3,12490.12898,21.05367851,74.502,Viet Nam,318.032648542413,14.3,73.347,353464.0,0.0,0.0,0.0,0.0,14.0,14.0,25.0,0.0,0.0,0.0,53.0,5.765293444075737,2.72785282839839,9.432773989747199,12.775539749515971
VNM,2023,0.299,13032.63533,21.05367851,74.588,Viet Nam,320.175197572656,14.0,72.87,68246.0,0.0,0.0,0.0,0.0,9.0,26.0,26.0,0.0,0.0,0.0,61.0,5.771986761073259,2.70805020110221,9.475288628136646,11.130888756037155
